"plot","event","year","doy","date","genus","species","value"
"RM","pfd",1973,173,"1973-06-22","Hydrophyllum","capitatum",155
"RM","pfd",1974,167,"1974-06-16","Hydrophyllum","capitatum",337
"RM","pfd",1975,181,"1975-06-30","Hydrophyllum","capitatum",187
"RM","pfd",1976,159,"1976-06-07","Hydrophyllum","capitatum",60
"RM","pfd",1979,168,"1979-06-17","Hydrophyllum","capitatum",56
"RM","pfd",1980,176,"1980-06-24","Hydrophyllum","capitatum",111
"RM","pfd",1981,159,"1981-06-08","Hydrophyllum","capitatum",69
"RM","pfd",1982,175,"1982-06-24","Hydrophyllum","capitatum",90
"RM","pfd",1983,174,"1983-06-23","Hydrophyllum","capitatum",133
"RM","pfd",1984,181,"1984-06-29","Hydrophyllum","capitatum",124
"RM","pfd",1985,164,"1985-06-13","Hydrophyllum","capitatum",65
"RM","pfd",1986,167,"1986-06-16","Hydrophyllum","capitatum",62
"RM","pfd",1987,157,"1987-06-06","Hydrophyllum","capitatum",59
"RM","pfd",1988,158,"1988-06-06","Hydrophyllum","capitatum",54
"RM","pfd",1989,155,"1989-06-04","Hydrophyllum","capitatum",56
"RM","pfd",1991,171,"1991-06-20","Hydrophyllum","capitatum",18
"RM","pfd",1992,153,"1992-06-01","Hydrophyllum","capitatum",13
"RM","pfd",1993,176,"1993-06-25","Hydrophyllum","capitatum",45
"RM","pfd",1994,159,"1994-06-08","Hydrophyllum","capitatum",52
"RM","pfd",1995,189,"1995-07-08","Hydrophyllum","capitatum",56
"RM","pfd",1996,164,"1996-06-12","Hydrophyllum","capitatum",31
"RM","pfd",1997,170,"1997-06-19","Hydrophyllum","capitatum",100
"RM","pfd",1998,154,"1998-06-03","Hydrophyllum","capitatum",53
"IN","pfd",1999,181,"1999-06-30","Hydrophyllum","capitatum",30
"RM","pfd",1999,167,"1999-06-16","Hydrophyllum","capitatum",151
"RM","pfd",2000,154,"2000-06-02","Hydrophyllum","capitatum",38
"RM","pfd",2001,155,"2001-06-04","Hydrophyllum","capitatum",30
"RM","pfd",2002,146,"2002-05-26","Hydrophyllum","capitatum",12
"RM","pfd",2003,156,"2003-06-05","Hydrophyllum","capitatum",48
"RM","pfd",2004,148,"2004-05-27","Hydrophyllum","capitatum",59
"RM","pfd",2005,168,"2005-06-17","Hydrophyllum","capitatum",63
"RM","pfd",2006,154,"2006-06-03","Hydrophyllum","capitatum",86
"RM","pfd",2007,149,"2007-05-29","Hydrophyllum","capitatum",108
"RM","pfd",2008,174,"2008-06-22","Hydrophyllum","capitatum",115
"RM","pfd",2009,164,"2009-06-13","Hydrophyllum","capitatum",44
"EM","pfd",1974,177,"1974-06-26","Hydrophyllum","fendleri",6
"IN","pfd",1974,179,"1974-06-28","Hydrophyllum","fendleri",3
"EM","pfd",1975,198,"1975-07-17","Hydrophyllum","fendleri",34
"EM","pfd",1977,178,"1977-06-27","Hydrophyllum","fendleri",1
"IN","pfd",1977,162,"1977-06-11","Hydrophyllum","fendleri",6
"VR","pfd",1977,189,"1977-07-08","Hydrophyllum","fendleri",1
"EM","pfd",1979,202,"1979-07-21","Hydrophyllum","fendleri",10
"IN","pfd",1979,195,"1979-07-14","Hydrophyllum","fendleri",24
"IN","pfd",1980,186,"1980-07-04","Hydrophyllum","fendleri",22
"IN","pfd",1981,164,"1981-06-13","Hydrophyllum","fendleri",12
"IN","pfd",1982,210,"1982-07-29","Hydrophyllum","fendleri",9
"IN","pfd",1983,206,"1983-07-25","Hydrophyllum","fendleri",5
"RM","pfd",1983,178,"1983-06-27","Hydrophyllum","fendleri",4
"EM","pfd",1984,189,"1984-07-07","Hydrophyllum","fendleri",16
"IN","pfd",1984,187,"1984-07-05","Hydrophyllum","fendleri",8
"EM","pfd",1985,172,"1985-06-21","Hydrophyllum","fendleri",7
"IN","pfd",1985,176,"1985-06-25","Hydrophyllum","fendleri",4
"EM","pfd",1986,185,"1986-07-04","Hydrophyllum","fendleri",8
"IN","pfd",1986,179,"1986-06-28","Hydrophyllum","fendleri",8
"EM","pfd",1988,173,"1988-06-21","Hydrophyllum","fendleri",8
"IN","pfd",1988,173,"1988-06-21","Hydrophyllum","fendleri",9
"EM","pfd",1989,171,"1989-06-20","Hydrophyllum","fendleri",10
"IN","pfd",1989,171,"1989-06-20","Hydrophyllum","fendleri",5
"EM","pfd",1991,187,"1991-07-06","Hydrophyllum","fendleri",9
"EM","pfd",1992,183,"1992-07-01","Hydrophyllum","fendleri",6
"IN","pfd",1993,186,"1993-07-05","Hydrophyllum","fendleri",9
"EM","pfd",1994,180,"1994-06-29","Hydrophyllum","fendleri",6
"IN","pfd",1994,178,"1994-06-27","Hydrophyllum","fendleri",8
"EM","pfd",1995,203,"1995-07-22","Hydrophyllum","fendleri",11
"IN","pfd",1995,199,"1995-07-18","Hydrophyllum","fendleri",16
"EM","pfd",1996,182,"1996-06-30","Hydrophyllum","fendleri",12
"IN","pfd",1996,180,"1996-06-28","Hydrophyllum","fendleri",13
"EM","pfd",1997,190,"1997-07-09","Hydrophyllum","fendleri",5
"IN","pfd",1997,180,"1997-06-29","Hydrophyllum","fendleri",17
"EM","pfd",1998,189,"1998-07-08","Hydrophyllum","fendleri",1
"IN","pfd",1998,175,"1998-06-24","Hydrophyllum","fendleri",4
"EM","pfd",1999,179,"1999-06-28","Hydrophyllum","fendleri",4
"IN","pfd",1999,194,"1999-07-13","Hydrophyllum","fendleri",13
"EM","pfd",2000,182,"2000-06-30","Hydrophyllum","fendleri",5
"IN","pfd",2000,189,"2000-07-07","Hydrophyllum","fendleri",1
"EM","pfd",2002,176,"2002-06-25","Hydrophyllum","fendleri",6
"EM","pfd",2003,176,"2003-06-25","Hydrophyllum","fendleri",9
"IN","pfd",2003,184,"2003-07-03","Hydrophyllum","fendleri",1
"EM","pfd",2004,168,"2004-06-16","Hydrophyllum","fendleri",3
"EM","pfd",2005,184,"2005-07-03","Hydrophyllum","fendleri",21
"EM","pfd",2006,166,"2006-06-15","Hydrophyllum","fendleri",11
"EM","pfd",2008,196,"2008-07-14","Hydrophyllum","fendleri",14
"IN","pfd",2008,204,"2008-07-22","Hydrophyllum","fendleri",4
"EM","pfd",2009,186,"2009-07-05","Hydrophyllum","fendleri",8
"RM","pfd",1973,213,"1973-08-01","Hymenoxys","hoopesii",7
"RM","pfd",1974,199,"1974-07-18","Hymenoxys","hoopesii",6
"VR","pfd",1974,203,"1974-07-22","Hymenoxys","hoopesii",27
"WM","pfd",1974,208,"1974-07-27","Hymenoxys","hoopesii",13
"VR","pfd",1975,211,"1975-07-30","Hymenoxys","hoopesii",8
"WM","pfd",1975,221,"1975-08-09","Hymenoxys","hoopesii",16
"IN","pfd",1976,218,"1976-08-05","Hymenoxys","hoopesii",5
"VR","pfd",1976,187,"1976-07-05","Hymenoxys","hoopesii",7
"WM","pfd",1976,218,"1976-08-05","Hymenoxys","hoopesii",19
"IN","pfd",1977,199,"1977-07-18","Hymenoxys","hoopesii",5
"RM","pfd",1977,188,"1977-07-07","Hymenoxys","hoopesii",9
"VR","pfd",1977,192,"1977-07-11","Hymenoxys","hoopesii",8
"WM","pfd",1977,210,"1977-07-29","Hymenoxys","hoopesii",18
"RM","pfd",1980,222,"1980-08-09","Hymenoxys","hoopesii",4
"WM","pfd",1980,211,"1980-07-29","Hymenoxys","hoopesii",5
"WM","pfd",1981,208,"1981-07-27","Hymenoxys","hoopesii",4
"EM","pfd",1982,217,"1982-08-05","Hymenoxys","hoopesii",5
"RM","pfd",1982,202,"1982-07-21","Hymenoxys","hoopesii",2
"WM","pfd",1982,215,"1982-08-03","Hymenoxys","hoopesii",5
"IN","pfd",1983,222,"1983-08-10","Hymenoxys","hoopesii",5
"RM","pfd",1983,214,"1983-08-02","Hymenoxys","hoopesii",3
"WM","pfd",1983,219,"1983-08-07","Hymenoxys","hoopesii",33
"WM","pfd",1984,226,"1984-08-13","Hymenoxys","hoopesii",24
"WM","pfd",1985,204,"1985-07-23","Hymenoxys","hoopesii",23
"IN","pfd",1986,211,"1986-07-30","Hymenoxys","hoopesii",6
"RM","pfd",1986,213,"1986-08-01","Hymenoxys","hoopesii",3
"WM","pfd",1986,221,"1986-08-09","Hymenoxys","hoopesii",6
"IN","pfd",1987,203,"1987-07-22","Hymenoxys","hoopesii",12
"RM","pfd",1987,206,"1987-07-25","Hymenoxys","hoopesii",1
"WM","pfd",1987,214,"1987-08-02","Hymenoxys","hoopesii",11
"GH","pfd",1988,207,"1988-07-25","Hymenoxys","hoopesii",7
"GH","pfd",1989,205,"1989-07-24","Hymenoxys","hoopesii",2
"IN","pfd",1989,214,"1989-08-02","Hymenoxys","hoopesii",6
"RM","pfd",1989,186,"1989-07-05","Hymenoxys","hoopesii",4
"WM","pfd",1989,202,"1989-07-21","Hymenoxys","hoopesii",8
"GH","pfd",1991,214,"1991-08-02","Hymenoxys","hoopesii",11
"IN","pfd",1991,216,"1991-08-04","Hymenoxys","hoopesii",8
"RM","pfd",1991,210,"1991-07-29","Hymenoxys","hoopesii",8
"WM","pfd",1991,205,"1991-07-24","Hymenoxys","hoopesii",15
"GH","pfd",1992,197,"1992-07-15","Hymenoxys","hoopesii",4
"IN","pfd",1992,204,"1992-07-22","Hymenoxys","hoopesii",6
"RM","pfd",1992,217,"1992-08-04","Hymenoxys","hoopesii",4
"WM","pfd",1992,207,"1992-07-25","Hymenoxys","hoopesii",16
"EM","pfd",1993,216,"1993-08-04","Hymenoxys","hoopesii",3
"GH","pfd",1993,211,"1993-07-30","Hymenoxys","hoopesii",10
"IN","pfd",1993,219,"1993-08-07","Hymenoxys","hoopesii",6
"RM","pfd",1993,222,"1993-08-10","Hymenoxys","hoopesii",4
"WM","pfd",1993,213,"1993-08-01","Hymenoxys","hoopesii",19
"EM","pfd",1994,203,"1994-07-22","Hymenoxys","hoopesii",4
"GH","pfd",1994,197,"1994-07-16","Hymenoxys","hoopesii",5
"IN","pfd",1994,209,"1994-07-28","Hymenoxys","hoopesii",4
"WM","pfd",1994,193,"1994-07-12","Hymenoxys","hoopesii",17
"RM","pfd",1995,246,"1995-09-03","Hymenoxys","hoopesii",4
"RM","pfd",1996,203,"1996-07-21","Hymenoxys","hoopesii",7
"WM","pfd",1996,205,"1996-07-23","Hymenoxys","hoopesii",37
"EM","pfd",1997,208,"1997-07-27","Hymenoxys","hoopesii",3
"RM","pfd",1997,220,"1997-08-08","Hymenoxys","hoopesii",4
"WM","pfd",1997,220,"1997-08-08","Hymenoxys","hoopesii",15
"GH","pfd",1998,199,"1998-07-18","Hymenoxys","hoopesii",5
"IN","pfd",1998,212,"1998-07-31","Hymenoxys","hoopesii",14
"RM","pfd",1998,193,"1998-07-12","Hymenoxys","hoopesii",16
"WM","pfd",1998,205,"1998-07-24","Hymenoxys","hoopesii",69
"GH","pfd",1999,207,"1999-07-26","Hymenoxys","hoopesii",10
"RM","pfd",1999,196,"1999-07-15","Hymenoxys","hoopesii",5
"WM","pfd",1999,213,"1999-08-01","Hymenoxys","hoopesii",9
"GH","pfd",2000,196,"2000-07-14","Hymenoxys","hoopesii",15
"IN","pfd",2000,192,"2000-07-10","Hymenoxys","hoopesii",5
"RM","pfd",2000,194,"2000-07-12","Hymenoxys","hoopesii",24
"WM","pfd",2000,207,"2000-07-25","Hymenoxys","hoopesii",36
"GH","pfd",2001,208,"2001-07-27","Hymenoxys","hoopesii",4
"RM","pfd",2001,187,"2001-07-06","Hymenoxys","hoopesii",3
"WM","pfd",2001,204,"2001-07-23","Hymenoxys","hoopesii",36
"GH","pfd",2002,188,"2002-07-07","Hymenoxys","hoopesii",7
"RM","pfd",2002,186,"2002-07-05","Hymenoxys","hoopesii",5
"VR","pfd",2002,184,"2002-07-03","Hymenoxys","hoopesii",3
"WM","pfd",2002,198,"2002-07-17","Hymenoxys","hoopesii",14
"GH","pfd",2003,200,"2003-07-19","Hymenoxys","hoopesii",5
"RM","pfd",2003,198,"2003-07-17","Hymenoxys","hoopesii",10
"WM","pfd",2003,207,"2003-07-26","Hymenoxys","hoopesii",4
"GH","pfd",2004,206,"2004-07-24","Hymenoxys","hoopesii",4
"RM","pfd",2004,198,"2004-07-16","Hymenoxys","hoopesii",4
"VR","pfd",2004,198,"2004-07-16","Hymenoxys","hoopesii",4
"WM","pfd",2004,206,"2004-07-24","Hymenoxys","hoopesii",32
"GH","pfd",2005,206,"2005-07-25","Hymenoxys","hoopesii",4
"MD","pfd",2005,206,"2005-07-25","Hymenoxys","hoopesii",19
"RM","pfd",2005,200,"2005-07-19","Hymenoxys","hoopesii",4
"VR","pfd",2005,202,"2005-07-21","Hymenoxys","hoopesii",2
"WM","pfd",2005,208,"2005-07-27","Hymenoxys","hoopesii",20
"WM","pfd",2006,206,"2006-07-25","Hymenoxys","hoopesii",11
"GH","pfd",2007,208,"2007-07-27","Hymenoxys","hoopesii",34
"IN","pfd",2007,198,"2007-07-17","Hymenoxys","hoopesii",5
"MD","pfd",2007,196,"2007-07-15","Hymenoxys","hoopesii",60
"RM","pfd",2007,190,"2007-07-09","Hymenoxys","hoopesii",8
"WM","pfd",2007,198,"2007-07-17","Hymenoxys","hoopesii",55
"GH","pfd",2008,231,"2008-08-18","Hymenoxys","hoopesii",13
"MD","pfd",2008,219,"2008-08-06","Hymenoxys","hoopesii",17
"RM","pfd",2008,219,"2008-08-06","Hymenoxys","hoopesii",9
"VR","pfd",2008,210,"2008-07-28","Hymenoxys","hoopesii",3
"WM","pfd",2008,219,"2008-08-06","Hymenoxys","hoopesii",17
"GH","pfd",2009,208,"2009-07-27","Hymenoxys","hoopesii",7
"MD","pfd",2009,202,"2009-07-21","Hymenoxys","hoopesii",9
"WM","pfd",2009,208,"2009-07-27","Hymenoxys","hoopesii",9
"RM","pfd",1973,198,"1973-07-17","Ipomopsis","aggregata",9
"RM","pfd",1974,199,"1974-07-18","Ipomopsis","aggregata",31
"RM","pfd",1975,196,"1975-07-15","Ipomopsis","aggregata",9
"RM","pfd",1976,184,"1976-07-02","Ipomopsis","aggregata",11
"RM","pfd",1977,206,"1977-07-25","Ipomopsis","aggregata",15
"RM","pfd",1979,204,"1979-07-23","Ipomopsis","aggregata",12
"RM","pfd",1981,199,"1981-07-18","Ipomopsis","aggregata",7
"RM","pfd",1982,204,"1982-07-23","Ipomopsis","aggregata",15
"RM","pfd",1984,235,"1984-08-22","Ipomopsis","aggregata",34
"RM","pfd",1985,202,"1985-07-21","Ipomopsis","aggregata",49
"RM","pfd",1986,201,"1986-07-20","Ipomopsis","aggregata",58
"RM","pfd",1987,233,"1987-08-21","Ipomopsis","aggregata",9
"RM","pfd",1988,201,"1988-07-19","Ipomopsis","aggregata",21
"RM","pfd",1989,186,"1989-07-05","Ipomopsis","aggregata",23
"RM","pfd",1991,195,"1991-07-14","Ipomopsis","aggregata",9
"RM","pfd",1994,189,"1994-07-08","Ipomopsis","aggregata",27
"RM","pfd",1973,180,"1973-06-29","Lathyrus","leucanthus",30
"IN","pfd",1974,181,"1974-06-30","Lathyrus","leucanthus",25
"RM","pfd",1974,177,"1974-06-26","Lathyrus","leucanthus",194
"WM","pfd",1974,183,"1974-07-02","Lathyrus","leucanthus",51
"IN","pfd",1975,204,"1975-07-23","Lathyrus","leucanthus",27
"RM","pfd",1975,196,"1975-07-15","Lathyrus","leucanthus",21
"WM","pfd",1975,204,"1975-07-23","Lathyrus","leucanthus",37
"RM","pfd",1976,175,"1976-06-23","Lathyrus","leucanthus",14
"IN","pfd",1977,189,"1977-07-08","Lathyrus","leucanthus",7
"RM","pfd",1977,168,"1977-06-17","Lathyrus","leucanthus",37
"WM","pfd",1977,189,"1977-07-08","Lathyrus","leucanthus",14
"IN","pfd",1979,206,"1979-07-25","Lathyrus","leucanthus",2
"RM","pfd",1979,184,"1979-07-03","Lathyrus","leucanthus",9
"WM","pfd",1979,195,"1979-07-14","Lathyrus","leucanthus",19
"IN","pfd",1980,194,"1980-07-12","Lathyrus","leucanthus",10
"RM","pfd",1980,186,"1980-07-04","Lathyrus","leucanthus",84
"WM","pfd",1980,192,"1980-07-10","Lathyrus","leucanthus",53
"IN","pfd",1981,176,"1981-06-25","Lathyrus","leucanthus",4
"RM","pfd",1981,171,"1981-06-20","Lathyrus","leucanthus",34
"WM","pfd",1981,176,"1981-06-25","Lathyrus","leucanthus",17
"IN","pfd",1982,195,"1982-07-14","Lathyrus","leucanthus",32
"RM","pfd",1982,188,"1982-07-07","Lathyrus","leucanthus",121
"WM","pfd",1982,192,"1982-07-11","Lathyrus","leucanthus",48
"IN","pfd",1983,196,"1983-07-15","Lathyrus","leucanthus",6
"RM","pfd",1983,191,"1983-07-10","Lathyrus","leucanthus",148
"WM","pfd",1983,193,"1983-07-12","Lathyrus","leucanthus",103
"IN","pfd",1984,189,"1984-07-07","Lathyrus","leucanthus",4
"RM","pfd",1984,190,"1984-07-08","Lathyrus","leucanthus",54
"WM","pfd",1984,193,"1984-07-11","Lathyrus","leucanthus",34
"GH","pfd",1985,172,"1985-06-21","Lathyrus","leucanthus",2
"RM","pfd",1985,172,"1985-06-21","Lathyrus","leucanthus",31
"WM","pfd",1985,176,"1985-06-25","Lathyrus","leucanthus",6
"GH","pfd",1986,173,"1986-06-22","Lathyrus","leucanthus",22
"IN","pfd",1986,185,"1986-07-04","Lathyrus","leucanthus",3
"RM","pfd",1986,175,"1986-06-24","Lathyrus","leucanthus",44
"WM","pfd",1986,194,"1986-07-13","Lathyrus","leucanthus",31
"GH","pfd",1987,177,"1987-06-26","Lathyrus","leucanthus",7
"IN","pfd",1987,177,"1987-06-26","Lathyrus","leucanthus",7
"RM","pfd",1987,171,"1987-06-20","Lathyrus","leucanthus",17
"WM","pfd",1987,191,"1987-07-10","Lathyrus","leucanthus",24
"IN","pfd",1988,192,"1988-07-10","Lathyrus","leucanthus",13
"RM","pfd",1988,170,"1988-06-18","Lathyrus","leucanthus",32
"WM","pfd",1988,189,"1988-07-07","Lathyrus","leucanthus",7
"IN","pfd",1989,184,"1989-07-03","Lathyrus","leucanthus",5
"RM","pfd",1989,171,"1989-06-20","Lathyrus","leucanthus",85
"WM","pfd",1989,196,"1989-07-15","Lathyrus","leucanthus",1
"GH","pfd",1991,199,"1991-07-18","Lathyrus","leucanthus",9
"IN","pfd",1991,191,"1991-07-10","Lathyrus","leucanthus",25
"RM","pfd",1991,181,"1991-06-30","Lathyrus","leucanthus",154
"WM","pfd",1991,191,"1991-07-10","Lathyrus","leucanthus",67
"GH","pfd",1992,183,"1992-07-01","Lathyrus","leucanthus",1
"IN","pfd",1992,183,"1992-07-01","Lathyrus","leucanthus",7
"RM","pfd",1992,169,"1992-06-17","Lathyrus","leucanthus",62
"WM","pfd",1992,207,"1992-07-25","Lathyrus","leucanthus",1
"IN","pfd",1993,193,"1993-07-12","Lathyrus","leucanthus",42
"RM","pfd",1993,186,"1993-07-05","Lathyrus","leucanthus",129
"WM","pfd",1993,200,"1993-07-19","Lathyrus","leucanthus",11
"GH","pfd",1994,182,"1994-07-01","Lathyrus","leucanthus",26
"IN","pfd",1994,182,"1994-07-01","Lathyrus","leucanthus",32
"RM","pfd",1994,168,"1994-06-17","Lathyrus","leucanthus",76
"WM","pfd",1994,184,"1994-07-03","Lathyrus","leucanthus",50
"GH","pfd",1995,211,"1995-07-30","Lathyrus","leucanthus",7
"IN","pfd",1995,221,"1995-08-09","Lathyrus","leucanthus",36
"RM","pfd",1995,205,"1995-07-24","Lathyrus","leucanthus",16
"WM","pfd",1995,219,"1995-08-07","Lathyrus","leucanthus",16
"GH","pfd",1996,188,"1996-07-06","Lathyrus","leucanthus",3
"IN","pfd",1996,193,"1996-07-11","Lathyrus","leucanthus",18
"RM","pfd",1996,178,"1996-06-26","Lathyrus","leucanthus",40
"WM","pfd",1996,191,"1996-07-09","Lathyrus","leucanthus",25
"GH","pfd",1997,182,"1997-07-01","Lathyrus","leucanthus",2
"IN","pfd",1997,192,"1997-07-11","Lathyrus","leucanthus",39
"RM","pfd",1997,178,"1997-06-27","Lathyrus","leucanthus",47
"WM","pfd",1997,190,"1997-07-09","Lathyrus","leucanthus",52
"GH","pfd",1998,183,"1998-07-02","Lathyrus","leucanthus",33
"IN","pfd",1998,185,"1998-07-04","Lathyrus","leucanthus",27
"RM","pfd",1998,177,"1998-06-26","Lathyrus","leucanthus",68
"WM","pfd",1998,187,"1998-07-06","Lathyrus","leucanthus",13
"GH","pfd",1999,188,"1999-07-07","Lathyrus","leucanthus",363
"IN","pfd",1999,191,"1999-07-10","Lathyrus","leucanthus",76
"RM","pfd",1999,183,"1999-07-02","Lathyrus","leucanthus",110
"WM","pfd",1999,188,"1999-07-07","Lathyrus","leucanthus",47
"GH","pfd",2000,182,"2000-06-30","Lathyrus","leucanthus",4
"RM","pfd",2000,160,"2000-06-08","Lathyrus","leucanthus",86
"WM","pfd",2000,184,"2000-07-02","Lathyrus","leucanthus",6
"GH","pfd",2001,175,"2001-06-24","Lathyrus","leucanthus",3
"IN","pfd",2001,181,"2001-06-30","Lathyrus","leucanthus",1
"RM","pfd",2001,162,"2001-06-11","Lathyrus","leucanthus",15
"WM","pfd",2001,187,"2001-07-06","Lathyrus","leucanthus",4
"GH","pfd",2002,182,"2002-07-01","Lathyrus","leucanthus",4
"RM","pfd",2002,154,"2002-06-03","Lathyrus","leucanthus",13
"WM","pfd",2002,172,"2002-06-21","Lathyrus","leucanthus",1
"GH","pfd",2003,184,"2003-07-03","Lathyrus","leucanthus",30
"IN","pfd",2003,182,"2003-07-01","Lathyrus","leucanthus",22
"RM","pfd",2003,170,"2003-06-19","Lathyrus","leucanthus",30
"WM","pfd",2003,186,"2003-07-05","Lathyrus","leucanthus",12
"GH","pfd",2004,172,"2004-06-20","Lathyrus","leucanthus",52
"IN","pfd",2004,176,"2004-06-24","Lathyrus","leucanthus",9
"RM","pfd",2004,174,"2004-06-22","Lathyrus","leucanthus",11
"WM","pfd",2004,172,"2004-06-20","Lathyrus","leucanthus",11
"GH","pfd",2005,191,"2005-07-10","Lathyrus","leucanthus",50
"IN","pfd",2005,195,"2005-07-14","Lathyrus","leucanthus",16
"RM","pfd",2005,184,"2005-07-03","Lathyrus","leucanthus",20
"WM","pfd",2005,191,"2005-07-10","Lathyrus","leucanthus",32
"GH","pfd",2006,172,"2006-06-21","Lathyrus","leucanthus",14
"IN","pfd",2006,172,"2006-06-21","Lathyrus","leucanthus",22
"RM","pfd",2006,160,"2006-06-09","Lathyrus","leucanthus",27
"WM","pfd",2006,172,"2006-06-21","Lathyrus","leucanthus",6
"GH","pfd",2007,180,"2007-06-29","Lathyrus","leucanthus",13
"IN","pfd",2007,180,"2007-06-29","Lathyrus","leucanthus",2
"MD","pfd",2007,172,"2007-06-21","Lathyrus","leucanthus",1
"RM","pfd",2007,176,"2007-06-25","Lathyrus","leucanthus",8
"WM","pfd",2007,180,"2007-06-29","Lathyrus","leucanthus",3
"GH","pfd",2008,200,"2008-07-18","Lathyrus","leucanthus",82
"IN","pfd",2008,192,"2008-07-10","Lathyrus","leucanthus",27
"RM","pfd",2008,178,"2008-06-26","Lathyrus","leucanthus",17
"WM","pfd",2008,202,"2008-07-20","Lathyrus","leucanthus",68
"GH","pfd",2009,186,"2009-07-05","Lathyrus","leucanthus",2
"IN","pfd",2009,192,"2009-07-11","Lathyrus","leucanthus",5
"RM","pfd",2009,174,"2009-06-23","Lathyrus","leucanthus",9
"WM","pfd",2009,192,"2009-07-11","Lathyrus","leucanthus",5
"EM","pfd",1974,215,"1974-08-03","Ligularia","bigelovii",10
"VR","pfd",1974,206,"1974-07-25","Ligularia","bigelovii",2
"WM","pfd",1974,229,"1974-08-17","Ligularia","bigelovii",8
"EM","pfd",1975,231,"1975-08-19","Ligularia","bigelovii",47
"VR","pfd",1975,231,"1975-08-19","Ligularia","bigelovii",28
"WM","pfd",1975,231,"1975-08-19","Ligularia","bigelovii",34
"VR","pfd",1976,228,"1976-08-15","Ligularia","bigelovii",9
"WM","pfd",1976,218,"1976-08-05","Ligularia","bigelovii",7
"EM","pfd",1977,215,"1977-08-03","Ligularia","bigelovii",2
"WM","pfd",1977,210,"1977-07-29","Ligularia","bigelovii",5
"EM","pfd",1979,223,"1979-08-11","Ligularia","bigelovii",8
"VR","pfd",1979,226,"1979-08-14","Ligularia","bigelovii",12
"WM","pfd",1979,221,"1979-08-09","Ligularia","bigelovii",4
"EM","pfd",1980,227,"1980-08-14","Ligularia","bigelovii",3
"VR","pfd",1980,215,"1980-08-02","Ligularia","bigelovii",1
"EM","pfd",1981,211,"1981-07-30","Ligularia","bigelovii",3
"EM","pfd",1982,222,"1982-08-10","Ligularia","bigelovii",5
"IN","pfd",1982,222,"1982-08-10","Ligularia","bigelovii",1
"VR","pfd",1982,228,"1982-08-16","Ligularia","bigelovii",20
"WM","pfd",1982,230,"1982-08-18","Ligularia","bigelovii",1
"EM","pfd",1983,227,"1983-08-15","Ligularia","bigelovii",9
"VR","pfd",1983,227,"1983-08-15","Ligularia","bigelovii",31
"WM","pfd",1983,230,"1983-08-18","Ligularia","bigelovii",10
"IN","pfd",1984,244,"1984-08-31","Ligularia","bigelovii",4
"VR","pfd",1984,228,"1984-08-15","Ligularia","bigelovii",12
"WM","pfd",1984,230,"1984-08-17","Ligularia","bigelovii",13
"EM","pfd",1986,223,"1986-08-11","Ligularia","bigelovii",10
"GH","pfd",1986,216,"1986-08-04","Ligularia","bigelovii",10
"WM","pfd",1986,219,"1986-08-07","Ligularia","bigelovii",5
"EM","pfd",1987,212,"1987-07-31","Ligularia","bigelovii",8
"GH","pfd",1987,208,"1987-07-27","Ligularia","bigelovii",4
"WM","pfd",1987,217,"1987-08-05","Ligularia","bigelovii",1
"EM","pfd",1988,209,"1988-07-27","Ligularia","bigelovii",2
"GH","pfd",1988,211,"1988-07-29","Ligularia","bigelovii",33
"WM","pfd",1988,215,"1988-08-02","Ligularia","bigelovii",9
"EM","pfd",1991,226,"1991-08-14","Ligularia","bigelovii",17
"GH","pfd",1991,224,"1991-08-12","Ligularia","bigelovii",69
"IN","pfd",1991,221,"1991-08-09","Ligularia","bigelovii",3
"VR","pfd",1991,208,"1991-07-27","Ligularia","bigelovii",6
"WM","pfd",1991,221,"1991-08-09","Ligularia","bigelovii",21
"EM","pfd",1992,217,"1992-08-04","Ligularia","bigelovii",32
"GH","pfd",1992,217,"1992-08-04","Ligularia","bigelovii",209
"IN","pfd",1992,217,"1992-08-04","Ligularia","bigelovii",21
"VR","pfd",1992,217,"1992-08-04","Ligularia","bigelovii",33
"WM","pfd",1992,217,"1992-08-04","Ligularia","bigelovii",49
"EM","pfd",1993,229,"1993-08-17","Ligularia","bigelovii",18
"GH","pfd",1993,229,"1993-08-17","Ligularia","bigelovii",62
"IN","pfd",1993,229,"1993-08-17","Ligularia","bigelovii",25
"VR","pfd",1993,227,"1993-08-15","Ligularia","bigelovii",37
"WM","pfd",1993,229,"1993-08-17","Ligularia","bigelovii",57
"VR","pfd",1994,205,"1994-07-24","Ligularia","bigelovii",12
"WM","pfd",1994,214,"1994-08-02","Ligularia","bigelovii",2
"EM","pfd",1995,234,"1995-08-22","Ligularia","bigelovii",2
"GH","pfd",1995,240,"1995-08-28","Ligularia","bigelovii",6
"IN","pfd",1995,230,"1995-08-18","Ligularia","bigelovii",2
"VR","pfd",1995,232,"1995-08-20","Ligularia","bigelovii",29
"WM","pfd",1995,240,"1995-08-28","Ligularia","bigelovii",19
"EM","pfd",1996,209,"1996-07-27","Ligularia","bigelovii",1
"GH","pfd",1996,213,"1996-07-31","Ligularia","bigelovii",21
"IN","pfd",1996,207,"1996-07-25","Ligularia","bigelovii",2
"VR","pfd",1996,215,"1996-08-02","Ligularia","bigelovii",15
"WM","pfd",1996,213,"1996-07-31","Ligularia","bigelovii",55
